iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49
0,2025-10-12 12:37:25,executed,84.993855,54.66914104166666,31.639819249999995,9.947178874999997,-25.081141166666665,-37.775516375,-79.14101125,-121.91540529166666,-152.79776633333333,-168.43753125,-171.14980191666666,-144.37715395833328,-100.78852900000001,-61.08470562499997,-27.206839583333373,1.0728962500000545,28.717259999999996,64.12861333333333,106.51246925000005,142.19847766666672,164.04110816666667,172.245998375,162.70407816666665,134.03044945833335,100.117687,34.254739,24.415438,10.455457999999998,-15.062408000000005,-60.200826,-39.21952579166667,-39.28363775,-38.393947375,-26.586801666666666,-4.935136124999983,19.067695416666666,33.35365620833334,33.9916915,25.69358674999999,13.144849000000018,-0.05908537500002797,-15.457855666666667,-29.508288916666665,-34.886204750000005,-31.100460291666657,-15.298471333333334,7.441406375000016,30.528961166666697,40.29456291666666,37.560793
1,2025-10-12 12:37:26,executed,84.993855,54.66914104166666,31.639819249999995,9.947178874999997,-25.081141166666665,-37.775516375,-79.14101125,-121.91540529166666,-152.79776633333333,-168.43753125,-171.14980191666666,-144.37715395833328,-100.78852900000001,-61.08470562499997,-27.206839583333373,1.0728962500000545,28.717259999999996,64.12861333333333,106.51246925000005,142.19847766666672,164.04110816666667,172.245998375,162.70407816666665,134.03044945833335,100.117687,34.254739,24.415438,10.455457999999998,-15.062408000000005,-60.200826,-39.21952579166667,-39.28363775,-38.393947375,-26.586801666666666,-4.935136124999983,19.067695416666666,33.35365620833334,33.9916915,25.69358674999999,13.144849000000018,-0.05908537500002797,-15.457855666666667,-29.508288916666665,-34.886204750000005,-31.100460291666657,-15.298471333333334,7.441406375000016,30.528961166666697,40.29456291666666,37.560793
1,2025-10-12 12:38:02,proposed,1.446864887309532,-92.2031024317135,95.8080064560945,-7.534064564886678,-34.79248466649738,77.26259021434944,-76.6210087640323,76.2872297120614,27.57508003612803,33.62349767749451,-19.98226058095166,-83.2100913709033,24.18025257905186,7.377038198758812,-78.4357774984126,68.75628469830502,60.03815049929837,-3.738363765108041,-29.86657864459809,-4.956041170757279,39.54823190807758,-37.89269416568462,5.097491629853925,-20.65427184284674,-99.41460395254194,26.65750807469736,1.258752243290684,-90.57351608406326,44.20456181971775,-8.76179374026601,79.91963092576046,-1.972322589531839,-96.32626084474737,72.84549885816767,59.50422119159952,-2.695781308369324,76.7729221590407,-19.09100799468243,-99.8823101562947,-22.38379434863959,94.6728514101905,-73.0805562761617,34.02700547077673,-6.658622170367277,-9.19934371424368,77.01825700832013,-6.855018698779929,13.90562507204964,-84.0906822822161,21.07722744820864
2,2025-10-12 12:38:42,executed,1.446864887309532,-92.2031024317135,95.8080064560945,-7.534064564886678,-34.79248466649738,77.26259021434944,-76.6210087640323,76.2872297120614,27.57508003612803,33.62349767749451,-19.98226058095166,-83.2100913709033,24.18025257905186,7.377038198758812,-78.4357774984126,68.75628469830502,60.03815049929837,-3.738363765108041,-29.86657864459809,-4.956041170757279,39.54823190807758,-37.89269416568462,5.097491629853925,-20.65427184284674,-99.41460395254194,26.65750807469736,1.258752243290684,-90.57351608406326,44.20456181971775,-8.76179374026601,79.91963092576046,-1.972322589531839,-96.32626084474737,72.84549885816767,59.50422119159952,-2.695781308369324,76.7729221590407,-19.09100799468243,-99.8823101562947,-22.38379434863959,94.6728514101905,-73.0805562761617,34.02700547077673,-6.658622170367277,-9.19934371424368,77.01825700832013,-6.855018698779929,13.90562507204964,-84.0906822822161,21.07722744820864
2,2025-10-12 12:39:38,proposed,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,-140.0,-160.0,-180.0,-200.0,-150.0,-100.0,-50.0,0.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,100.0,120.0
3,2025-10-12 12:40:18,executed,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,-140.0,-160.0,-180.0,-200.0,-150.0,-100.0,-50.0,0.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,-20.0,-40.0,-60.0,-80.0,-100.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,100.0,120.0
3,2025-10-12 12:41:20,proposed,-170.0,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,90.0,82.5,75.0,67.5,60.0,52.5,45.0,37.5,30.0,22.5,15.0,7.5,0.0,-7.5,-15.0,-22.5,-30.0,-37.5,-45.0,-52.5,-60.0,-67.5,-75.0,-82.5,-90.0
4,2025-10-12 12:42:00,executed,-170.0,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,-169.99999999999997,90.0,82.5,75.0,67.5,60.0,52.5,45.0,37.5,30.0,22.5,15.0,7.5,0.0,-7.5,-15.0,-22.5,-30.0,-37.5,-45.0,-52.5,-60.0,-67.5,-75.0,-82.5,-90.0
4,2025-10-12 12:43:09,proposed,-149.99999999999997,-100.0,-29.999999999999996,40.0,99.99999999999999,140.0,169.99999999999997,170.0,140.0,90.0,20.0,-50.0,-110.0,-150.0,-170.0,-170.0,-140.0,-90.0,-20.0,50.0,110.0,150.0,170.0,170.0,140.0,179.99999999999997,140.0,100.0,60.0,20.0,-20.0,-60.0,-100.0,-140.0,-179.99999999999997,-179.99999999999997,-140.0,-100.0,-60.0,-20.0,20.0,60.0,100.0,140.0,179.99999999999997,179.99999999999997,140.0,100.0,60.0,20.0
5,2025-10-12 12:43:49,executed,-149.99999999999997,-100.0,-29.999999999999996,40.0,99.99999999999999,140.0,169.99999999999997,170.0,140.0,90.0,20.0,-50.0,-110.0,-150.0,-170.0,-170.0,-140.0,-90.0,-20.0,50.0,110.0,150.0,170.0,170.0,140.0,179.99999999999997,140.0,100.0,60.0,20.0,-20.0,-60.0,-100.0,-140.0,-179.99999999999997,-179.99999999999997,-140.0,-100.0,-60.0,-20.0,20.0,60.0,100.0,140.0,179.99999999999997,179.99999999999997,140.0,100.0,60.0,20.0
