iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49
0,2025-10-12 21:54:49,executed,84.993855,54.66914104166666,31.639819249999995,9.947178874999997,-25.081141166666665,-37.775516375,-79.14101125,-121.91540529166666,-152.79776633333333,-168.43753125,-171.14980191666666,-144.37715395833328,-100.78852900000001,-61.08470562499997,-27.206839583333373,1.0728962500000545,28.717259999999996,64.12861333333333,106.51246925000005,142.19847766666672,164.04110816666667,172.245998375,162.70407816666665,134.03044945833335,100.117687,34.254739,24.415438,10.455457999999998,-15.062408000000005,-60.200826,-39.21952579166667,-39.28363775,-38.393947375,-26.586801666666666,-4.935136124999983,19.067695416666666,33.35365620833334,33.9916915,25.69358674999999,13.144849000000018,-0.05908537500002797,-15.457855666666667,-29.508288916666665,-34.886204750000005,-31.100460291666657,-15.298471333333334,7.441406375000016,30.528961166666697,40.29456291666666,37.560793
1,2025-10-12 21:54:50,executed,84.993855,54.66914104166666,31.639819249999995,9.947178874999997,-25.081141166666665,-37.775516375,-79.14101125,-121.91540529166666,-152.79776633333333,-168.43753125,-171.14980191666666,-144.37715395833328,-100.78852900000001,-61.08470562499997,-27.206839583333373,1.0728962500000545,28.717259999999996,64.12861333333333,106.51246925000005,142.19847766666672,164.04110816666667,172.245998375,162.70407816666665,134.03044945833335,100.117687,34.254739,24.415438,10.455457999999998,-15.062408000000005,-60.200826,-39.21952579166667,-39.28363775,-38.393947375,-26.586801666666666,-4.935136124999983,19.067695416666666,33.35365620833334,33.9916915,25.69358674999999,13.144849000000018,-0.05908537500002797,-15.457855666666667,-29.508288916666665,-34.886204750000005,-31.100460291666657,-15.298471333333334,7.441406375000016,30.528961166666697,40.29456291666666,37.560793
1,2025-10-12 21:55:35,proposed,88.8927956699195,54.61839077995394,30.73507026770519,11.23594879207865,-27.18241940984852,-32.84478342415175,-78.43105749298387,-120.7674720612921,-151.0189445167096,-169.5939226169999,-171.7423985556942,-148.1130635339249,-102.3995642436423,-60.67503140509657,-26.83610080644342,0.4496227653205739,28.71804958999863,64.5516707374094,108.6366032488806,142.3458693766978,164.7170139151608,172.0734394042858,163.6657159740523,134.4093845014605,100.2647895055376,39.53127885994274,28.46820524021281,15.65750269414275,-10.42167732890538,-54.9189873041921,-34.82522712959639,-33.9114771694939,-32.2274472851493,-20.65487739501538,0.470530737466103,24.19561081577761,38.30397500589133,38.64726484931308,30.14777626966683,17.54593414999967,4.340051187422303,-10.98586940306161,-25.07720977874226,-30.08339130768783,-26.47161642932378,-10.63806932468209,12.01692476569191,35.03472090710636,45.02989104043924,42.06734107470453
2,2025-10-12 21:56:15,executed,88.8927956699195,54.61839077995394,30.73507026770519,11.23594879207865,-27.18241940984852,-32.84478342415175,-78.43105749298387,-120.7674720612921,-151.0189445167096,-169.5939226169999,-171.7423985556942,-148.1130635339249,-102.3995642436423,-60.67503140509657,-26.83610080644342,0.4496227653205739,28.71804958999863,64.5516707374094,108.6366032488806,142.3458693766978,164.7170139151608,172.0734394042858,163.6657159740523,134.4093845014605,100.2647895055376,39.53127885994274,28.46820524021281,15.65750269414275,-10.42167732890538,-54.9189873041921,-34.82522712959639,-33.9114771694939,-32.2274472851493,-20.65487739501538,0.470530737466103,24.19561081577761,38.30397500589133,38.64726484931308,30.14777626966683,17.54593414999967,4.340051187422303,-10.98586940306161,-25.07720977874226,-30.08339130768783,-26.47161642932378,-10.63806932468209,12.01692476569191,35.03472090710636,45.02989104043924,42.06734107470453
2,2025-10-12 21:57:09,proposed,84.993855,69.885069,55.206646,42.306527,32.309473,24.273628,12.420855,-7.368554,-24.351259,-28.730552,-34.305447,-50.96178,-73.563352,-95.873989,-116.474452,-135.129149,-149.577451,-159.238397,-166.375785,-171.873775,-173.325799,-168.103406,-154.11261,-132.871615,-110.755176,200.235374,68.509478,59.86023,49.356008,36.75284,22.340158,5.189254,-23.361096,-77.470856,-122.66157,-109.102062,-79.641362,-73.870272,-78.05936,-80.091022,-78.606402,-72.37152,-59.27153,-40.97775,-19.138578,5.576904,29.67119,49.985272,63.873266,70.05664
3,2025-10-12 21:57:49,executed,84.993855,69.885069,55.206646,42.306527,32.309473,24.273628,12.420855,-7.368554,-24.351259,-28.730552,-34.305447,-50.96178,-73.563352,-95.873989,-116.474452,-135.129149,-149.577451,-159.238397,-166.375785,-171.873775,-173.325799,-168.103406,-154.11261,-132.871615,-110.755176,200.235374,68.509478,59.86023,49.356008,36.75284,22.340158,5.189254,-23.361096,-77.470856,-122.66157,-109.102062,-79.641362,-73.870272,-78.05936,-80.091022,-78.606402,-72.37152,-59.27153,-40.97775,-19.138578,5.576904,29.67119,49.985272,63.873266,70.05664
3,2025-10-12 21:58:59,proposed,-144.0,-132.0,-120.0,-108.0,-96.0,-84.0,-72.0,-60.0,-48.0,-36.0,-24.0,-12.0,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,96.0,108.0,120.0,132.0,144.0,-108.0,-99.0,-90.0,-81.0,-72.0,-63.0,-54.0,-45.0,-36.0,-27.0,-18.0,-9.0,0.0,9.0,18.0,27.0,36.0,45.0,54.0,63.0,72.0,81.0,90.0,99.0,108.0
4,2025-10-12 21:59:39,executed,-144.0,-132.0,-120.0,-108.0,-96.0,-84.0,-72.0,-60.0,-48.0,-36.0,-24.0,-12.0,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,96.0,108.0,120.0,132.0,144.0,-108.0,-99.0,-90.0,-81.0,-72.0,-63.0,-54.0,-45.0,-36.0,-27.0,-18.0,-9.0,0.0,9.0,18.0,27.0,36.0,45.0,54.0,63.0,72.0,81.0,90.0,99.0,108.0
4,2025-10-12 22:00:25,proposed,89.9939,66.8851,58.2066,40.3065,35.3095,22.2736,15.4209,-10.3686,-21.3513,-31.7306,-31.3054,-53.9618,-60.5634,-80.874,-100.4745,-117.1291,-130.5775,-140.2384,-147.3758,-152.8738,-154.3258,-149.1034,-135.1126,-113.8716,-91.7552,50.0,71.5095,56.8602,52.356,33.7528,27.3402,10.1893,-18.3611,-72.4709,-117.6616,-104.1021,-74.6414,-68.8703,-73.0594,-75.091,-73.6064,-67.3715,-54.2715,-35.9778,-14.1386,10.5769,34.6712,54.9853,68.8733,75.0566
5,2025-10-12 22:01:05,executed,89.9939,66.8851,58.2066,40.3065,35.3095,22.2736,15.4209,-10.3686,-21.3513,-31.7306,-31.3054,-53.9618,-60.5634,-80.874,-100.4745,-117.1291,-130.5775,-140.2384,-147.3758,-152.8738,-154.3258,-149.1034,-135.1126,-113.8716,-91.7552,50.0,71.5095,56.8602,52.356,33.7528,27.3402,10.1893,-18.3611,-72.4709,-117.6616,-104.1021,-74.6414,-68.8703,-73.0594,-75.091,-73.6064,-67.3715,-54.2715,-35.9778,-14.1386,10.5769,34.6712,54.9853,68.8733,75.0566
