iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19
-4,2025-12-23 22:34:08,executed,-112.47641514761357,-33.35776104156151,59.714987122768484,128.81558005111754,148.48352240204417,111.70441034077403,32.46404928047135,-59.116592677391544,-128.22575135156444,-148.59355299706783,-80.43613949954593,-35.53680212443279,59.256826935084746,70.82828032308156,-15.652121839279417,-80.60527631193744,-34.64613808619314,58.98585776129457,71.45370243886669,-14.398269323169611
-3,2025-12-23 22:34:20,proposed,-92.30230218527876,-39.820228083077765,62.26991542859197,134.41103829471464,174.25815396837748,144.21033660540922,23.080241248695835,-84.10459869362396,-133.43425611592238,-151.5445610540014,-90.03979200167618,-69.70530848581043,81.29448563770319,69.82648278460324,35.1866912549946,-56.41242941983568,4.135365813356117,53.04164382514151,97.87196304099497,-14.003551113969479
-3,2025-12-23 22:34:20,executed,-92.30230218527876,-39.820228083077765,62.26991542859197,134.41103829471464,174.25815396837748,144.21033660540922,23.080241248695835,-84.10459869362396,-133.43425611592238,-151.5445610540014,-90.03979200167618,-69.70530848581043,81.29448563770319,69.82648278460324,35.1866912549946,-56.41242941983568,4.135365813356117,53.04164382514151,97.87196304099497,-14.003551113969479
-2,2025-12-23 22:34:31,proposed,-64.20551086484086,-35.39780725827868,59.36336929798004,136.87502166852403,186.3786934464919,192.66573689537165,-15.251929563835937,-132.55514049562564,-120.50837176487732,-147.51454831947962,-93.17405564931424,-54.26439320772053,54.14228722164799,83.86083037992408,56.253184456276436,-51.01429097977785,-15.281719628869809,73.99927957666121,122.25558306707734,-15.037150772600535
-2,2025-12-23 22:34:31,executed,-64.20551086484086,-35.39780725827868,59.36336929798004,136.87502166852403,186.3786934464919,192.66573689537165,-15.251929563835937,-132.55514049562564,-120.50837176487732,-147.51454831947962,-93.17405564931424,-54.26439320772053,54.14228722164799,83.86083037992408,56.253184456276436,-51.01429097977785,-15.281719628869809,73.99927957666121,122.25558306707734,-15.037150772600535
-1,2025-12-23 22:34:43,proposed,-76.35646480906539,-37.92053555040717,45.67124212388734,155.4493166403931,149.49067276548632,183.32568841382948,30.597877299195076,-122.77893940771408,-106.30303195166405,-126.40385945499662,-92.09259364239854,-49.1053248808811,65.90792021571153,101.56571515217696,35.91304397213858,-53.688151605444396,-24.04542965551662,83.86814946522463,118.27540067011107,-40.53682291904347
-1,2025-12-23 22:34:43,executed,-76.35646480906539,-37.92053555040717,45.67124212388734,155.4493166403931,149.49067276548632,183.32568841382948,30.597877299195076,-122.77893940771408,-106.30303195166405,-126.40385945499662,-92.09259364239854,-49.1053248808811,65.90792021571153,101.56571515217696,35.91304397213858,-53.688151605444396,-24.04542965551662,83.86814946522463,118.27540067011107,-40.53682291904347
0,2025-12-23 22:34:55,proposed,-81.7707112704118,-35.82357449821237,50.681798438358776,136.94531733483157,160.83354597120444,162.52208409217073,27.524358270036327,-106.9819032007777,-130.82734888050115,-145.36399920926578,-103.48567248099984,-68.64832917483655,50.49528599204051,100.89148932310724,15.25585906881598,-30.839604071781338,-36.240989809266075,113.25647720275803,148.12897740487773,-26.394318361259106
0,2025-12-23 22:34:55,executed,-81.7707112704118,-35.82357449821237,50.681798438358776,136.94531733483157,160.83354597120444,162.52208409217073,27.524358270036327,-106.9819032007777,-130.82734888050115,-145.36399920926578,-103.48567248099984,-68.64832917483655,50.49528599204051,100.89148932310724,15.25585906881598,-30.839604071781338,-36.240989809266075,113.25647720275803,148.12897740487773,-26.394318361259106
1,2025-12-23 22:35:12,proposed,0.5,-0.3,0.2,-0.4,0.1,-0.2,0.3,-0.1,0.05,-0.05,0.4,-0.2,0.1,-0.3,0.2,-0.1,0.05,-0.05,0.02,-0.02
1,2025-12-23 22:35:12,executed,0.5,-0.3,0.2,-0.4,0.1,-0.2,0.3,-0.1,0.05,-0.05,0.4,-0.2,0.1,-0.3,0.2,-0.1,0.05,-0.05,0.02,-0.02
2,2025-12-23 22:35:41,proposed,-95.1234,-40.5678,61.2345,130.8765,170.3456,140.9876,25.4321,-85.6789,-130.1234,-150.5678,-88.3456,-55.4321,78.9012,68.3456,30.1234,-60.9876,5.6789,55.4321,95.1234,-12.3456
2,2025-12-23 22:35:41,executed,-95.1234,-40.5678,61.2345,130.8765,170.3456,140.9876,25.4321,-85.6789,-130.1234,-150.5678,-88.3456,-55.4321,78.9012,68.3456,30.1234,-60.9876,5.6789,55.4321,95.1234,-12.3456
3,2025-12-23 22:36:10,proposed,120.0,-30.0,50.0,-140.0,160.0,-120.0,40.0,-80.0,-130.0,140.0,-100.0,20.0,80.0,-70.0,30.0,-40.0,10.0,-90.0,110.0,-20.0
3,2025-12-23 22:36:10,executed,120.0,-30.0,50.0,-140.0,160.0,-120.0,40.0,-80.0,-130.0,140.0,-100.0,20.0,80.0,-70.0,30.0,-40.0,10.0,-90.0,110.0,-20.0
4,2025-12-23 22:36:38,proposed,-70.0,-45.0,55.0,120.0,150.0,130.0,20.0,-90.0,-120.0,-140.0,-85.0,-40.0,60.0,70.0,25.0,-55.0,0.0,50.0,80.0,-10.0
4,2025-12-23 22:36:38,executed,-70.0,-45.0,55.0,120.0,150.0,130.0,20.0,-90.0,-120.0,-140.0,-85.0,-40.0,60.0,70.0,25.0,-55.0,0.0,50.0,80.0,-10.0
5,2025-12-23 22:37:12,proposed,-20.0,30.0,-15.0,40.0,-35.0,25.0,-10.0,15.0,-5.0,5.0,20.0,-25.0,30.0,-20.0,10.0,-15.0,5.0,-5.0,2.0,-2.0
5,2025-12-23 22:37:12,executed,-20.0,30.0,-15.0,40.0,-35.0,25.0,-10.0,15.0,-5.0,5.0,20.0,-25.0,30.0,-20.0,10.0,-15.0,5.0,-5.0,2.0,-2.0
6,2025-12-23 22:37:47,proposed,5.0,-5.0,3.0,-3.0,2.0,-2.0,4.0,-4.0,1.0,-1.0,5.0,-5.0,3.0,-3.0,2.0,-2.0,1.0,-1.0,0.5,-0.5
6,2025-12-23 22:37:47,executed,5.0,-5.0,3.0,-3.0,2.0,-2.0,4.0,-4.0,1.0,-1.0,5.0,-5.0,3.0,-3.0,2.0,-2.0,1.0,-1.0,0.5,-0.5
7,2025-12-23 22:38:23,proposed,-90.0,-45.0,70.0,135.0,165.0,145.0,30.0,-80.0,-125.0,-140.0,-85.0,-50.0,70.0,75.0,20.0,-55.0,-10.0,60.0,110.0,-20.0
7,2025-12-23 22:38:23,executed,-90.0,-45.0,70.0,135.0,165.0,145.0,30.0,-80.0,-125.0,-140.0,-85.0,-50.0,70.0,75.0,20.0,-55.0,-10.0,60.0,110.0,-20.0
