iter,step,x,y,z,error_m,timestamp
48,2578,0.872200180563927,-0.5340828276195531,0.51,0.002089599961520871,2025-12-23 15:12:28
48,2579,0.8743833073098346,-0.5336503458516879,0.51,0.002490468736351525,2025-12-23 15:12:28
51,1364,-0.5327465191633342,0.47273691322364014,0.51,0.00157943986580823,2025-12-23 15:13:51
51,1365,-0.5339992721766903,0.4728842572649254,0.51,0.001864236170593648,2025-12-23 15:13:52
51,1366,-0.535110966722526,0.4729807097078845,0.51,0.0019390277302395835,2025-12-23 15:13:52
51,1367,-0.5360821378909607,0.4730263915857297,0.51,0.0018646008948702282,2025-12-23 15:13:52
51,1368,-0.5369133596192333,0.47302143545287567,0.51,0.0016977138710780372,2025-12-23 15:13:52
51,1369,-0.5376052448822943,0.47296598548738766,0.51,0.0014909895894386139,2025-12-23 15:13:52
51,1370,-0.5381584458961494,0.47286019759647546,0.51,0.00125464106186702,2025-12-23 15:13:52
51,1371,-0.5385736543316739,0.472704239524183,0.51,0.0010168071823290024,2025-12-23 15:13:52
68,2581,0.8688779463535987,-0.538399462077845,0.51,0.0020482617515078026,2025-12-23 15:23:06
68,2582,0.8711548066570235,-0.5378234909858076,0.51,0.0030654124716699943,2025-12-23 15:23:06
68,2583,0.873406569795664,-0.5372219857025886,0.51,0.0040500694538642005,2025-12-23 15:23:06
70,2548,0.8064187098669601,-0.5852992661726925,0.51,0.0010411231287836605,2025-12-23 15:24:13
70,2549,0.8095300351528498,-0.5855494425659682,0.51,0.0030868164305013863,2025-12-23 15:24:13
70,2550,0.8126221899609227,-0.5857780712055989,0.51,0.005114313588401977,2025-12-23 15:24:13
70,2551,0.8156948026376483,-0.5859850189502956,0.51,0.007117693472570295,2025-12-23 15:24:13
70,2552,0.8187475098499003,-0.5861701473288301,0.51,0.009095140336297491,2025-12-23 15:24:13
70,2553,0.8217799569672126,-0.5863333125840174,0.51,0.011047005229993986,2025-12-23 15:24:13
70,2554,0.8247917984211,-0.5864743657164667,0.51,0.01297292833827721,2025-12-23 15:24:13
70,2555,0.8277826980412188,-0.5865931525282557,0.51,0.014872520986664995,2025-12-23 15:24:13
70,2556,0.8307523293682016,-0.5866895136667033,0.51,0.01674539871594852,2025-12-23 15:24:13
70,2557,0.8337003759430567,-0.5867632846684273,0.51,0.01859118058495839,2025-12-23 15:24:13
78,2589,0.857876489990825,-0.5457611300248707,0.51,0.0016248588138486424,2025-12-23 15:28:33
78,2590,0.8598526613392666,-0.5449184240280777,0.51,0.0022265852147812055,2025-12-23 15:28:33
78,2591,0.8618043757479874,-0.5440475323921442,0.51,0.00279431329643405,2025-12-23 15:28:33
78,2592,0.8637316782497485,-0.5431481794868932,0.51,0.003327843121028232,2025-12-23 15:28:33
78,2593,0.8656346206160268,-0.5422200883085464,0.51,0.003826978626968671,2025-12-23 15:28:33
