iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49
0,2025-10-30 01:08:25,executed,84.993855,54.66914104166666,31.639819249999995,9.947178874999997,-25.081141166666665,-37.775516375,-79.14101125,-121.91540529166666,-152.79776633333333,-168.43753125,-171.14980191666666,-144.37715395833328,-100.78852900000001,-61.08470562499997,-27.206839583333373,1.0728962500000545,28.717259999999996,64.12861333333333,106.51246925000005,142.19847766666672,164.04110816666667,172.245998375,162.70407816666665,134.03044945833335,100.117687,34.254739,24.415438,10.455457999999998,-15.062408000000005,-60.200826,-39.21952579166667,-39.28363775,-38.393947375,-26.586801666666666,-4.935136124999983,19.067695416666666,33.35365620833334,33.9916915,25.69358674999999,13.144849000000018,-0.05908537500002797,-15.457855666666667,-29.508288916666665,-34.886204750000005,-31.100460291666657,-15.298471333333334,7.441406375000016,30.528961166666697,40.29456291666666,37.560793
1,2025-10-30 01:08:27,executed,84.993855,54.66914104166666,31.639819249999995,9.947178874999997,-25.081141166666665,-37.775516375,-79.14101125,-121.91540529166666,-152.79776633333333,-168.43753125,-171.14980191666666,-144.37715395833328,-100.78852900000001,-61.08470562499997,-27.206839583333373,1.0728962500000545,28.717259999999996,64.12861333333333,106.51246925000005,142.19847766666672,164.04110816666667,172.245998375,162.70407816666665,134.03044945833335,100.117687,34.254739,24.415438,10.455457999999998,-15.062408000000005,-60.200826,-39.21952579166667,-39.28363775,-38.393947375,-26.586801666666666,-4.935136124999983,19.067695416666666,33.35365620833334,33.9916915,25.69358674999999,13.144849000000018,-0.05908537500002797,-15.457855666666667,-29.508288916666665,-34.886204750000005,-31.100460291666657,-15.298471333333334,7.441406375000016,30.528961166666697,40.29456291666666,37.560793
1,2025-10-30 01:09:38,proposed,150.0,148.0673322119,142.3683693247,133.0076709849,120.2090403328,104.3032799341,85.7270222167,65.0,42.6841207605,19.4005869404,-4.2403606994,-27.2068019485,-48.6019958783,-67.6698188152,-83.7997871306,-96.539865625,-105.5395568583,-110.513793774,-111.2961502479,-107.8398363717,-100.2090403328,-88.6791999863,-73.6933583596,-55.7997871306,-35.6342370045,-13.9173993078,8.878889,31.418109,52.9378162235,72.689981,89.9999999999,104.2005869404,114.7595568583,121.2961502479,123.539865625,121.2961502479,114.7595568583,104.2005869404,89.9999999999,72.689981,52.9378162235,31.418109,8.878889,-13.9173993078,-35.6342370045,-55.7997871306,-73.6933583596,-88.6791999863,-100.2090403328,150.0
2,2025-10-30 01:10:18,executed,150.0,148.0673322119,142.3683693247,133.0076709849,120.2090403328,104.3032799341,85.7270222167,65.0,42.6841207605,19.4005869404,-4.2403606994,-27.2068019485,-48.6019958783,-67.6698188152,-83.7997871306,-96.539865625,-105.5395568583,-110.513793774,-111.2961502479,-107.8398363717,-100.2090403328,-88.6791999863,-73.6933583596,-55.7997871306,-35.6342370045,-13.9173993078,8.878889,31.418109,52.9378162235,72.689981,89.9999999999,104.2005869404,114.7595568583,121.2961502479,123.539865625,121.2961502479,114.7595568583,104.2005869404,89.9999999999,72.689981,52.9378162235,31.418109,8.878889,-13.9173993078,-35.6342370045,-55.7997871306,-73.6933583596,-88.6791999863,-100.2090403328,150.0
2,2025-10-30 01:11:23,proposed,85.0,84.32049830589139,82.29074069838023,79.0041279803892,74.57077989396342,69.1309836371813,62.80281146755498,55.73177699103554,48.05042456499636,39.89228498421466,31.39077755734842,22.68007727197026,13.89074069838023,5.161099688469956,-3.46074069838023,-11.90049830589139,-20.03077755734842,-27.73177699103554,-34.90281146755498,-41.4309836371813,-47.23077989396342,-52.2241279803892,-56.33074069838023,-59.50049830589139,-61.69077755734842,-62.86177699103554,-62.99281146755498,-62.0709836371813,-60.12077989396342,-57.1741279803892,-53.27074069838023,-48.48049830589139,-42.87077755734842,-36.52177699103554,-29.52281146755498,-21.9609836371813,-13.94077989396342,-5.5741279803892,2.96074069838023,11.53049830589139,19.99077755734842,28.24177699103554,36.16281146755498,43.6309836371813,50.55077989396342,56.8141279803892,62.31074069838023,66.96049830589139,70.67077755734842,73.36177699103554
3,2025-10-30 01:12:03,executed,85.0,84.32049830589139,82.29074069838023,79.0041279803892,74.57077989396342,69.1309836371813,62.80281146755498,55.73177699103554,48.05042456499636,39.89228498421466,31.39077755734842,22.68007727197026,13.89074069838023,5.161099688469956,-3.46074069838023,-11.90049830589139,-20.03077755734842,-27.73177699103554,-34.90281146755498,-41.4309836371813,-47.23077989396342,-52.2241279803892,-56.33074069838023,-59.50049830589139,-61.69077755734842,-62.86177699103554,-62.99281146755498,-62.0709836371813,-60.12077989396342,-57.1741279803892,-53.27074069838023,-48.48049830589139,-42.87077755734842,-36.52177699103554,-29.52281146755498,-21.9609836371813,-13.94077989396342,-5.5741279803892,2.96074069838023,11.53049830589139,19.99077755734842,28.24177699103554,36.16281146755498,43.6309836371813,50.55077989396342,56.8141279803892,62.31074069838023,66.96049830589139,70.67077755734842,73.36177699103554
3,2025-10-30 01:12:32,proposed,0.0,8.75003683838549,17.40050854406214,25.85706915000035,34.02047399818817,41.79468980830722,49.0886071871239,55.81666666666666,61.89999999999999,67.2662975971842,70.0,67.2662975971842,61.89999999999999,55.81666666666666,49.0886071871239,41.79468980830722,34.02047399818817,25.85706915000035,17.40050854406214,8.75003683838549,0.0,-8.75003683838549,-17.40050854406214,-25.85706915000035,-34.02047399818817,-41.79468980830722,-49.0886071871239,-55.81666666666666,-61.89999999999999,-67.2662975971842,-70.0,-67.2662975971842,-61.89999999999999,-55.81666666666666,-49.0886071871239,-41.79468980830722,-34.02047399818817,-25.85706915000035,-17.40050854406214,-8.75003683838549,0.0,8.75003683838549,17.40050854406214,25.85706915000035,34.02047399818817,41.79468980830722,49.0886071871239,55.81666666666666,61.89999999999999,67.2662975971842
4,2025-10-30 01:13:12,executed,0.0,8.75003683838549,17.40050854406214,25.85706915000035,34.02047399818817,41.79468980830722,49.0886071871239,55.81666666666666,61.89999999999999,67.2662975971842,70.0,67.2662975971842,61.89999999999999,55.81666666666666,49.0886071871239,41.79468980830722,34.02047399818817,25.85706915000035,17.40050854406214,8.75003683838549,0.0,-8.75003683838549,-17.40050854406214,-25.85706915000035,-34.02047399818817,-41.79468980830722,-49.0886071871239,-55.81666666666666,-61.89999999999999,-67.2662975971842,-70.0,-67.2662975971842,-61.89999999999999,-55.81666666666666,-49.0886071871239,-41.79468980830722,-34.02047399818817,-25.85706915000035,-17.40050854406214,-8.75003683838549,0.0,8.75003683838549,17.40050854406214,25.85706915000035,34.02047399818817,41.79468980830722,49.0886071871239,55.81666666666666,61.89999999999999,67.2662975971842
4,2025-10-30 01:13:51,proposed,100.0,95.91836734693877,91.83673469387755,87.75510204081633,83.6734693877551,79.59183673469389,75.51020408163265,71.42857142857143,67.3469387755102,63.26530612244898,59.18367346938775,55.10204081632653,51.02040816326531,46.93877551020408,42.857142857142854,38.77551020408163,34.69387755102041,30.612244897959183,26.53061224489796,22.44897959183673,18.36734693877551,14.285714285714285,10.20408163265306,6.122448979591837,2.040816326530619,-2.04081632653061,-6.122448979591837,-10.20408163265306,-14.285714285714285,-18.36734693877551,-22.44897959183673,-26.53061224489796,-30.612244897959183,-34.69387755102041,-38.77551020408163,-42.857142857142854,-46.93877551020408,-51.02040816326531,-55.10204081632653,-59.18367346938775,-63.26530612244898,-67.3469387755102,-71.42857142857143,-75.51020408163265,-79.59183673469389,-83.6734693877551,-87.75510204081633,-91.83673469387755,-95.91836734693877,-100.0
5,2025-10-30 01:14:31,executed,100.0,95.91836734693877,91.83673469387755,87.75510204081633,83.6734693877551,79.59183673469389,75.51020408163265,71.42857142857143,67.3469387755102,63.26530612244898,59.18367346938775,55.10204081632653,51.02040816326531,46.93877551020408,42.857142857142854,38.77551020408163,34.69387755102041,30.612244897959183,26.53061224489796,22.44897959183673,18.36734693877551,14.285714285714285,10.20408163265306,6.122448979591837,2.040816326530619,-2.04081632653061,-6.122448979591837,-10.20408163265306,-14.285714285714285,-18.36734693877551,-22.44897959183673,-26.53061224489796,-30.612244897959183,-34.69387755102041,-38.77551020408163,-42.857142857142854,-46.93877551020408,-51.02040816326531,-55.10204081632653,-59.18367346938775,-63.26530612244898,-67.3469387755102,-71.42857142857143,-75.51020408163265,-79.59183673469389,-83.6734693877551,-87.75510204081633,-91.83673469387755,-95.91836734693877,-100.0
5,2025-10-30 01:15:15,proposed,0.0,10.20573966555122,20.08906355447475,29.29634914102987,37.50290940989397,44.41743540608007,49.78453489814404,53.48680005708246,55.4414115160893,55.59473043868122,53.92348006575196,50.4377519448066,45.17646399187122,38.20451996956636,29.60431365851869,19.48425049362799,8.06456729014382,-4.56847169493134,-18.06733221941215,-31.90151108257008,-45.54924718049119,-58.49845014605156,-70.2520379207044,-80.3235639149021,-88.2494511679051,-93.6067711204044,-96.03058999999999,-95.2307844,-91.00690000000002,-83.27980000000001,-72.1098,-57.60000000000001,-40.00000000000001,-19.50000000000001,2.000000000000001,24.500000000000004,47.00000000000001,68.50000000000001,88.00000000000001,104.50000000000001,117.00000000000001,124.50000000000001,126.00000000000001,121.50000000000001,111.00000000000001,94.50000000000001,72.00000000000001,43.50000000000001,9.000000000000002,-30.500000000000004
6,2025-10-30 01:15:55,executed,0.0,10.20573966555122,20.08906355447475,29.29634914102987,37.50290940989397,44.41743540608007,49.78453489814404,53.48680005708246,55.4414115160893,55.59473043868122,53.92348006575196,50.4377519448066,45.17646399187122,38.20451996956636,29.60431365851869,19.48425049362799,8.06456729014382,-4.56847169493134,-18.06733221941215,-31.90151108257008,-45.54924718049119,-58.49845014605156,-70.2520379207044,-80.3235639149021,-88.2494511679051,-93.6067711204044,-96.03058999999999,-95.2307844,-91.00690000000002,-83.27980000000001,-72.1098,-57.60000000000001,-40.00000000000001,-19.50000000000001,2.000000000000001,24.500000000000004,47.00000000000001,68.50000000000001,88.00000000000001,104.50000000000001,117.00000000000001,124.50000000000001,126.00000000000001,121.50000000000001,111.00000000000001,94.50000000000001,72.00000000000001,43.50000000000001,9.000000000000002,-30.500000000000004
